run,driver,driverVersion,db,sessionStart,runMins,loadWarehouses,runWarehouses,numSUTThreads,limitTxnsPerMin,thinkTimeMultiplier,keyingTimeMultiplier
494,simple,5.0,cockroach,2025-03-25 09:46:19.959,0,32,32,512,0,1.0,1.0
