run,elapsed,device,rxpktsps,rxkbps,txpktsps,txkbps
493,1000,net_eno1,2.0,0.677734375,0.0,0.0
493,2000,net_eno1,3.0,1.0166015625,0.0,0.0
493,3000,net_eno1,4.0,1.35546875,0.0,0.0
493,4000,net_eno1,5.0,1.6943359375,0.0,0.0
493,5000,net_eno1,3.0,1.0166015625,0.0,0.0
